Date,CustomerID,Product,ShippingAddress,PaymentMethod,OrderStatus,CouponCode,ReferralSource,TotalPrice,TotalPrice_computed,Total_same
2023-09-19,C29758,Chair,119 Main St,Online,Pending,WINTER15,Instagram,798.64,798.64,True
2024-10-27,C11849,Tablet,974 Main St,Online,Cancelled,FREESHIP,Email,476.5,476.5,True
2023-02-04,C50967,Phone,884 Main St,Gift Card,Cancelled,SAVE10,Referral,364.8,364.8,True
2023-11-04,C80735,Chair,360 Main St,Credit Card,Cancelled,SAVE10,Google,130.14,130.14,True
2025-03-29,C99050,Printer,654 Main St,Debit Card,Returned,WINTER15,Instagram,1201.14,1201.14,True
2024-09-09,C11210,Chair,910 Main St,Credit Card,Delivered,SAVE10,Facebook,454.6,454.6,True
2024-11-18,C46015,Laptop,299 Main St,Cash,Delivered,FREESHIP,Instagram,1812.3,1812.3,True
2023-10-20,C69167,Chair,263 Main St,Online,Pending,WINTER15,Email,165.03,165.03,True
2023-03-27,C55388,Tablet,740 Main St,Gift Card,Delivered,FREESHIP,Instagram,1213.86,1213.86,True
2023-07-27,C87181,Desk,195 Main St,Cash,Pending,,Referral,2619.16,2619.16,True
2025-04-22,C30411,Printer,375 Main St,Gift Card,Cancelled,FREESHIP,Google,2551.16,2551.16,True
2025-02-28,C39638,Laptop,990 Main St,Cash,Shipped,,Google,2161.32,2161.32,True
2023-02-16,C27203,Laptop,516 Main St,Credit Card,Returned,SAVE10,Facebook,1040.85,1040.85,True
2025-06-10,C67583,Phone,974 Main St,Online,Delivered,,Google,338.31,338.31,True
2025-04-07,C70554,Monitor,187 Main St,Gift Card,Returned,WINTER15,Google,418.35,418.35,True
2023-11-24,C70437,Chair,630 Main St,Online,Shipped,,Facebook,2620.72,2620.72,True
2023-03-12,C97643,Laptop,537 Main St,Debit Card,Returned,WINTER15,Google,2051.0,2051.0,True
2023-07-26,C17136,Chair,333 Main St,Credit Card,Shipped,WINTER15,Referral,641.96,641.96,True
2023-05-05,C24901,Chair,258 Main St,Cash,Delivered,FREESHIP,Facebook,299.7,299.7,True
2024-05-12,C61521,Phone,670 Main St,Credit Card,Delivered,FREESHIP,Google,690.02,690.02,True
2025-01-15,C39639,Monitor,185 Main St,Credit Card,Delivered,,Facebook,65.95,65.95,True
2023-02-16,C33220,Tablet,564 Main St,Gift Card,Returned,,Instagram,1852.16,1852.16,True
2025-04-01,C65414,Phone,208 Main St,Online,Shipped,SAVE10,Referral,595.42,595.42,True
2023-01-25,C49009,Printer,278 Main St,Debit Card,Cancelled,FREESHIP,Email,537.4,537.4,True
2024-06-19,C48453,Desk,434 Main St,Debit Card,Cancelled,WINTER15,Referral,3194.0,3194.0,True
2023-02-22,C68078,Desk,252 Main St,Credit Card,Returned,SAVE10,Instagram,987.76,987.76,True
2023-12-19,C19402,Printer,267 Main St,Online,Cancelled,,Email,1204.68,1204.68,True
2024-01-20,C30711,Monitor,856 Main St,Gift Card,Cancelled,FREESHIP,Instagram,278.66,278.66,True
2024-09-02,C39000,Phone,894 Main St,Debit Card,Returned,FREESHIP,Facebook,287.46,287.46,True
2023-05-11,C31105,Chair,726 Main St,Cash,Cancelled,SAVE10,Email,583.99,583.99,True
2023-05-16,C29432,Chair,121 Main St,Cash,Pending,FREESHIP,Instagram,1406.22,1406.22,True
2024-12-07,C48531,Tablet,368 Main St,Debit Card,Returned,,Google,30.54,30.54,True
2024-10-18,C86762,Monitor,326 Main St,Gift Card,Delivered,FREESHIP,Instagram,2043.65,2043.65,True
2023-11-25,C63822,Laptop,235 Main St,Cash,Pending,FREESHIP,Instagram,507.56,507.56,True
2024-06-07,C70495,Printer,238 Main St,Debit Card,Returned,SAVE10,Instagram,114.14,114.14,True
2023-07-01,C92407,Laptop,135 Main St,Online,Delivered,,Email,1672.23,1672.23,True
2023-12-11,C75888,Printer,790 Main St,Debit Card,Returned,SAVE10,Instagram,1346.7,1346.7,True
2023-10-03,C63153,Chair,625 Main St,Debit Card,Delivered,FREESHIP,Facebook,2199.04,2199.04,True
2024-02-24,C85863,Printer,968 Main St,Online,Shipped,,Referral,397.44,397.44,True
2025-05-17,C71698,Desk,274 Main St,Online,Returned,,Instagram,2446.85,2446.85,True
2025-05-24,C35397,Printer,579 Main St,Gift Card,Pending,FREESHIP,Referral,331.55,331.55,True
2023-07-09,C67687,Chair,978 Main St,Cash,Delivered,SAVE10,Instagram,868.6,868.6,True
2023-10-04,C29931,Desk,540 Main St,Online,Delivered,FREESHIP,Referral,612.36,612.36,True
2025-05-12,C59139,Tablet,301 Main St,Online,Cancelled,FREESHIP,Email,458.35,458.35,True
2023-10-02,C66078,Desk,101 Main St,Gift Card,Shipped,WINTER15,Facebook,1101.12,1101.12,True
2023-04-10,C88370,Monitor,339 Main St,Online,Returned,,Instagram,279.9,279.9,True
2024-07-27,C93375,Chair,317 Main St,Debit Card,Cancelled,SAVE10,Google,446.16,446.16,True
2023-12-02,C53049,Laptop,413 Main St,Cash,Returned,,Instagram,1126.12,1126.12,True
2024-12-19,C55590,Printer,772 Main St,Credit Card,Shipped,FREESHIP,Facebook,625.51,625.51,True
2023-08-09,C47086,Phone,135 Main St,Debit Card,Cancelled,WINTER15,Google,609.16,609.16,True
2024-06-14,C48646,Phone,339 Main St,Debit Card,Delivered,SAVE10,Facebook,1159.1,1159.1,True
2025-01-26,C29416,Laptop,414 Main St,Debit Card,Returned,SAVE10,Referral,150.17,150.17,True
2024-06-13,C13525,Tablet,847 Main St,Debit Card,Returned,,Referral,212.79,212.79,True
2023-06-29,C53545,Desk,665 Main St,Credit Card,Shipped,,Referral,1084.17,1084.17,True
2024-07-01,C65986,Laptop,273 Main St,Gift Card,Returned,SAVE10,Facebook,3352.4,3352.4,True
2023-07-25,C17302,Phone,385 Main St,Gift Card,Cancelled,SAVE10,Email,359.99,359.99,True
2023-02-28,C18404,Tablet,546 Main St,Online,Cancelled,SAVE10,Google,3370.2,3370.2,True
2024-12-25,C88371,Chair,306 Main St,Credit Card,Shipped,,Google,1132.64,1132.64,True
2024-06-02,C38068,Desk,532 Main St,Gift Card,Pending,SAVE10,Instagram,1302.65,1302.65,True
2023-04-15,C78724,Printer,187 Main St,Online,Delivered,SAVE10,Facebook,1266.39,1266.39,True
2024-07-03,C26163,Desk,607 Main St,Debit Card,Pending,SAVE10,Google,625.1,625.1,True
2024-04-16,C87124,Phone,818 Main St,Credit Card,Returned,WINTER15,Instagram,198.51,198.51,True
2024-03-26,C90348,Chair,728 Main St,Online,Delivered,WINTER15,Facebook,899.0,899.0,True
2025-03-03,C58721,Tablet,978 Main St,Gift Card,Shipped,,Email,617.58,617.58,True
2023-12-29,C88174,Laptop,441 Main St,Debit Card,Pending,SAVE10,Instagram,18.2,18.2,True
2023-05-29,C77763,Tablet,599 Main St,Debit Card,Returned,WINTER15,Email,1508.31,1508.31,True
2023-11-08,C53627,Phone,704 Main St,Debit Card,Shipped,,Referral,1527.45,1527.45,True
2024-04-10,C84563,Printer,398 Main St,Online,Pending,SAVE10,Instagram,472.66,472.66,True
2023-04-23,C76207,Laptop,826 Main St,Cash,Cancelled,,Email,2606.25,2606.25,True
2024-09-23,C94671,Tablet,293 Main St,Gift Card,Shipped,WINTER15,Email,167.15,167.15,True
2025-06-24,C69994,Monitor,619 Main St,Gift Card,Returned,,Referral,2332.1,2332.1,True
2023-02-26,C64638,Printer,919 Main St,Debit Card,Pending,FREESHIP,Facebook,527.57,527.57,True
2025-03-06,C95623,Tablet,248 Main St,Online,Cancelled,SAVE10,Instagram,1870.02,1870.02,True
2023-12-07,C24751,Tablet,259 Main St,Gift Card,Shipped,FREESHIP,Referral,2506.3,2506.3,True
2024-12-06,C31764,Tablet,876 Main St,Cash,Pending,,Referral,655.09,655.09,True
2024-02-03,C83556,Printer,380 Main St,Credit Card,Pending,SAVE10,Google,1059.16,1059.16,True
2024-03-13,C24369,Laptop,885 Main St,Debit Card,Returned,FREESHIP,Email,1079.19,1079.19,True
2023-11-30,C39648,Chair,824 Main St,Gift Card,Delivered,FREESHIP,Google,465.33,465.33,True
2023-06-03,C13296,Chair,495 Main St,Online,Shipped,,Instagram,108.82,108.82,True
2025-02-15,C94248,Laptop,494 Main St,Debit Card,Delivered,,Instagram,64.66,64.66,True
2023-08-31,C26637,Chair,995 Main St,Debit Card,Pending,WINTER15,Instagram,869.8,869.8,True
2025-03-28,C16012,Tablet,171 Main St,Online,Delivered,FREESHIP,Google,630.82,630.82,True
2023-07-11,C31772,Phone,992 Main St,Debit Card,Shipped,,Instagram,693.41,693.41,True
2025-06-03,C18353,Tablet,677 Main St,Credit Card,Cancelled,FREESHIP,Referral,1299.99,1299.99,True
2023-05-06,C26966,Printer,907 Main St,Gift Card,Cancelled,FREESHIP,Instagram,1872.9,1872.9,True
2023-07-08,C74982,Laptop,398 Main St,Debit Card,Delivered,FREESHIP,Instagram,2042.8,2042.8,True
2024-04-07,C70633,Tablet,747 Main St,Online,Cancelled,SAVE10,Google,367.34,367.34,True
2023-06-09,C95643,Desk,303 Main St,Debit Card,Delivered,WINTER15,Referral,2426.28,2426.28,True
2024-06-06,C53810,Phone,779 Main St,Cash,Pending,,Instagram,2358.28,2358.28,True
2024-06-29,C53464,Printer,197 Main St,Credit Card,Delivered,SAVE10,Facebook,3299.25,3299.25,True
2023-06-27,C53697,Monitor,312 Main St,Cash,Cancelled,WINTER15,Instagram,827.36,827.36,True
2024-05-24,C31668,Laptop,871 Main St,Credit Card,Pending,SAVE10,Email,569.35,569.35,True
2023-11-24,C85282,Phone,740 Main St,Cash,Cancelled,FREESHIP,Facebook,3143.7,3143.7,True
2025-02-14,C56796,Phone,607 Main St,Credit Card,Cancelled,SAVE10,Referral,678.38,678.38,True
2023-02-10,C95213,Printer,603 Main St,Debit Card,Pending,,Referral,1806.72,1806.72,True
2024-04-25,C13108,Laptop,712 Main St,Gift Card,Pending,FREESHIP,Instagram,3293.85,3293.85,True
2023-05-01,C85322,Monitor,403 Main St,Credit Card,Cancelled,,Google,813.06,813.06,True
2024-12-22,C43545,Monitor,216 Main St,Gift Card,Pending,SAVE10,Email,1876.25,1876.25,True
2025-05-03,C80649,Phone,870 Main St,Online,Cancelled,WINTER15,Facebook,312.11,312.11,True
2023-01-05,C59752,Phone,179 Main St,Gift Card,Pending,FREESHIP,Google,1538.8,1538.8,True
2025-02-14,C53645,Chair,166 Main St,Cash,Returned,,Referral,1450.59,1450.59,True
2023-01-02,C60178,Laptop,969 Main St,Cash,Pending,FREESHIP,Instagram,1023.45,1023.45,True
2024-09-16,C20286,Monitor,129 Main St,Gift Card,Pending,WINTER15,Instagram,571.9,571.9,True
2025-01-16,C87547,Monitor,400 Main St,Online,Shipped,FREESHIP,Facebook,380.12,380.12,True
2023-08-24,C64549,Monitor,341 Main St,Debit Card,Pending,FREESHIP,Facebook,1006.1,1006.1,True
2024-07-22,C24884,Monitor,625 Main St,Online,Pending,WINTER15,Instagram,260.26,260.26,True
2024-02-01,C62666,Chair,148 Main St,Credit Card,Pending,WINTER15,Instagram,322.5,322.5,True
2024-09-21,C47284,Phone,500 Main St,Online,Shipped,,Google,893.01,893.01,True
2024-04-20,C35355,Printer,127 Main St,Cash,Pending,SAVE10,Instagram,1327.6,1327.6,True
2023-06-07,C29467,Chair,223 Main St,Credit Card,Returned,FREESHIP,Instagram,191.76,191.76,True
2025-01-30,C26718,Printer,272 Main St,Debit Card,Shipped,SAVE10,Google,1052.36,1052.36,True
2023-01-20,C18944,Chair,837 Main St,Credit Card,Pending,SAVE10,Email,1575.2,1575.2,True
2024-11-24,C35628,Chair,147 Main St,Credit Card,Returned,FREESHIP,Facebook,1660.71,1660.71,True
2023-10-31,C56851,Chair,752 Main St,Gift Card,Delivered,FREESHIP,Facebook,958.15,958.15,True
2023-04-28,C12421,Tablet,373 Main St,Online,Returned,,Email,93.02,93.02,True
2024-06-27,C25316,Printer,904 Main St,Credit Card,Shipped,WINTER15,Google,79.06,79.06,True
2023-12-28,C22657,Printer,152 Main St,Cash,Pending,WINTER15,Facebook,1901.91,1901.91,True
2023-12-17,C29703,Desk,558 Main St,Cash,Shipped,FREESHIP,Referral,2790.0,2790.0,True
2023-07-14,C55996,Printer,885 Main St,Cash,Delivered,FREESHIP,Google,2543.45,2543.45,True
2025-01-16,C60037,Laptop,516 Main St,Debit Card,Cancelled,FREESHIP,Referral,1054.92,1054.92,True
2024-02-28,C95100,Phone,197 Main St,Online,Delivered,WINTER15,Email,627.2,627.2,True
2024-07-14,C39906,Printer,921 Main St,Credit Card,Returned,,Google,75.01,75.01,True
2023-07-05,C70148,Desk,359 Main St,Gift Card,Shipped,,Facebook,2647.75,2647.75,True
2025-04-25,C30010,Phone,830 Main St,Gift Card,Delivered,SAVE10,Referral,382.23,382.23,True
2023-12-01,C99217,Tablet,778 Main St,Online,Shipped,SAVE10,Email,1435.65,1435.65,True
2023-09-28,C30184,Monitor,987 Main St,Online,Cancelled,WINTER15,Referral,427.06,427.06,True
2024-09-04,C50275,Phone,729 Main St,Gift Card,Shipped,SAVE10,Instagram,269.65,269.65,True
2024-01-07,C64641,Tablet,319 Main St,Debit Card,Returned,FREESHIP,Facebook,2119.65,2119.65,True
2024-09-28,C56266,Desk,304 Main St,Debit Card,Returned,WINTER15,Instagram,640.88,640.88,True
2025-04-09,C98635,Printer,197 Main St,Debit Card,Returned,,Referral,538.68,538.68,True
2023-04-09,C83026,Printer,858 Main St,Gift Card,Shipped,,Referral,1686.9,1686.9,True
2024-11-10,C28893,Tablet,740 Main St,Online,Returned,FREESHIP,Referral,620.21,620.21,True
2023-03-09,C45482,Monitor,440 Main St,Cash,Delivered,,Instagram,198.2,198.2,True
2025-01-26,C97774,Monitor,603 Main St,Online,Cancelled,WINTER15,Email,1807.88,1807.88,True
2023-12-10,C11657,Tablet,572 Main St,Cash,Returned,WINTER15,Google,264.4,264.4,True
2023-08-13,C85993,Tablet,250 Main St,Cash,Returned,FREESHIP,Instagram,2189.28,2189.28,True
2025-01-01,C11906,Printer,536 Main St,Online,Pending,WINTER15,Google,1237.59,1237.59,True
2023-06-28,C45187,Desk,767 Main St,Online,Delivered,SAVE10,Google,420.65,420.65,True
2024-01-18,C37375,Tablet,184 Main St,Debit Card,Shipped,,Email,1036.46,1036.46,True
2024-06-19,C66567,Desk,981 Main St,Online,Shipped,,Facebook,79.02,79.02,True
2025-04-11,C42451,Tablet,246 Main St,Credit Card,Returned,,Facebook,665.05,665.05,True
2023-10-08,C13923,Tablet,123 Main St,Online,Delivered,SAVE10,Email,118.8,118.8,True
2025-05-04,C11829,Desk,797 Main St,Cash,Delivered,WINTER15,Facebook,279.14,279.14,True
2025-04-06,C62169,Chair,655 Main St,Gift Card,Shipped,FREESHIP,Facebook,184.15,184.15,True
2023-07-18,C20881,Laptop,652 Main St,Gift Card,Cancelled,WINTER15,Referral,1288.1,1288.1,True
2023-10-24,C44492,Laptop,954 Main St,Online,Cancelled,,Google,277.05,277.05,True
2023-01-11,C74169,Printer,862 Main St,Online,Cancelled,,Facebook,310.93,310.93,True
2024-04-17,C70999,Tablet,885 Main St,Debit Card,Pending,FREESHIP,Instagram,433.32,433.32,True
2024-11-29,C11921,Phone,439 Main St,Debit Card,Shipped,FREESHIP,Instagram,452.7,452.7,True
2023-10-15,C50683,Chair,769 Main St,Debit Card,Cancelled,,Email,576.42,576.42,True
2023-06-05,C76140,Phone,914 Main St,Gift Card,Returned,WINTER15,Referral,826.4,826.4,True
2024-07-20,C94311,Printer,195 Main St,Gift Card,Cancelled,WINTER15,Google,2740.8,2740.8,True
2023-04-12,C49491,Chair,339 Main St,Cash,Pending,,Email,114.7,114.7,True
2023-03-09,C40648,Laptop,488 Main St,Gift Card,Returned,WINTER15,Email,603.76,603.76,True
2025-03-16,C40967,Monitor,315 Main St,Cash,Cancelled,,Facebook,287.25,287.25,True
2024-12-18,C25406,Desk,379 Main St,Credit Card,Pending,WINTER15,Instagram,161.24,161.24,True
2024-11-26,C77085,Chair,895 Main St,Online,Cancelled,WINTER15,Email,1050.32,1050.32,True
2024-12-19,C38126,Printer,522 Main St,Credit Card,Pending,SAVE10,Facebook,2060.76,2060.76,True
2023-06-07,C87448,Phone,433 Main St,Gift Card,Shipped,FREESHIP,Google,450.07,450.07,True
2024-10-06,C62312,Printer,651 Main St,Debit Card,Cancelled,WINTER15,Facebook,52.54,52.54,True
2023-09-04,C58443,Tablet,662 Main St,Credit Card,Returned,,Referral,848.64,848.64,True
2023-08-26,C36613,Monitor,785 Main St,Credit Card,Returned,FREESHIP,Facebook,1894.92,1894.92,True
2023-10-22,C73893,Printer,384 Main St,Credit Card,Returned,,Facebook,1638.4,1638.4,True
2023-05-27,C48601,Printer,101 Main St,Debit Card,Returned,FREESHIP,Instagram,414.47,414.47,True
2023-02-11,C14568,Laptop,651 Main St,Online,Pending,,Google,885.32,885.32,True
2024-04-18,C63378,Phone,955 Main St,Online,Delivered,FREESHIP,Instagram,512.39,512.39,True
2025-01-03,C77800,Tablet,436 Main St,Gift Card,Pending,SAVE10,Instagram,1378.02,1378.02,True
2024-09-08,C91155,Tablet,321 Main St,Online,Shipped,WINTER15,Facebook,146.32,146.32,True
2024-11-05,C60215,Desk,978 Main St,Debit Card,Pending,SAVE10,Facebook,334.4,334.4,True
2023-12-13,C52915,Printer,475 Main St,Gift Card,Returned,FREESHIP,Email,657.08,657.08,True
2024-05-06,C72588,Chair,661 Main St,Cash,Pending,SAVE10,Instagram,1574.7,1574.7,True
2024-05-14,C61668,Chair,813 Main St,Cash,Returned,,Facebook,139.28,139.28,True
2024-06-08,C79508,Printer,585 Main St,Online,Shipped,FREESHIP,Instagram,135.17,135.17,True
2024-03-23,C94569,Phone,227 Main St,Cash,Delivered,SAVE10,Referral,487.21,487.21,True
2023-10-18,C89592,Laptop,262 Main St,Online,Delivered,FREESHIP,Instagram,2547.9,2547.9,True
2024-04-07,C48207,Printer,356 Main St,Cash,Returned,,Facebook,833.62,833.62,True
2023-09-04,C16776,Laptop,854 Main St,Cash,Pending,SAVE10,Instagram,320.0,320.0,True
2024-08-26,C91518,Tablet,286 Main St,Online,Pending,,Instagram,759.15,759.15,True
2024-01-15,C36408,Monitor,160 Main St,Gift Card,Returned,WINTER15,Instagram,3075.5,3075.5,True
2023-04-01,C14837,Monitor,647 Main St,Debit Card,Cancelled,SAVE10,Email,183.18,183.18,True
2023-07-23,C36467,Printer,581 Main St,Cash,Pending,SAVE10,Google,75.78,75.78,True
2025-05-02,C15017,Tablet,492 Main St,Cash,Shipped,WINTER15,Facebook,675.57,675.57,True
2024-11-27,C54759,Laptop,686 Main St,Debit Card,Cancelled,FREESHIP,Google,109.29,109.29,True
2024-03-26,C58341,Phone,874 Main St,Debit Card,Pending,SAVE10,Referral,639.83,639.83,True
2023-06-26,C94479,Desk,259 Main St,Credit Card,Shipped,SAVE10,Facebook,314.05,314.05,True
2025-05-25,C50236,Desk,545 Main St,Online,Returned,WINTER15,Instagram,2463.32,2463.32,True
2024-07-02,C31412,Monitor,196 Main St,Credit Card,Returned,WINTER15,Email,2042.32,2042.32,True
2024-07-24,C90142,Desk,433 Main St,Credit Card,Returned,,Instagram,334.39,334.39,True
2024-10-06,C83548,Laptop,474 Main St,Cash,Returned,WINTER15,Referral,144.25,144.25,True
2024-06-08,C29697,Tablet,407 Main St,Credit Card,Shipped,FREESHIP,Google,401.82,401.82,True
2025-03-31,C22991,Phone,731 Main St,Online,Cancelled,,Referral,252.68,252.68,True
2023-05-26,C25276,Laptop,214 Main St,Debit Card,Shipped,SAVE10,Instagram,3313.9,3313.9,True
2023-03-14,C39176,Tablet,739 Main St,Online,Cancelled,FREESHIP,Google,1737.68,1737.68,True
2024-02-26,C58773,Printer,391 Main St,Gift Card,Cancelled,,Google,2567.45,2567.45,True
2023-07-18,C37412,Phone,895 Main St,Cash,Delivered,FREESHIP,Referral,432.47,432.47,True
2024-08-30,C36492,Desk,572 Main St,Cash,Cancelled,WINTER15,Email,45.94,45.94,True
2025-06-21,C90110,Phone,998 Main St,Credit Card,Delivered,FREESHIP,Email,418.36,418.36,True
2023-11-26,C13877,Chair,893 Main St,Cash,Cancelled,,Facebook,3384.9,3384.9,True
2023-09-29,C25149,Tablet,672 Main St,Cash,Shipped,SAVE10,Email,1054.48,1054.48,True
2025-04-19,C52717,Desk,395 Main St,Online,Cancelled,FREESHIP,Referral,2756.35,2756.35,True
2023-01-06,C60029,Chair,796 Main St,Credit Card,Cancelled,FREESHIP,Referral,1524.36,1524.36,True
2025-02-25,C28552,Chair,449 Main St,Online,Shipped,,Facebook,29.86,29.86,True
2023-11-15,C72293,Printer,398 Main St,Credit Card,Shipped,SAVE10,Referral,688.02,688.02,True
2025-04-19,C29844,Tablet,363 Main St,Cash,Cancelled,SAVE10,Facebook,877.24,877.24,True
2024-01-15,C77872,Phone,867 Main St,Online,Returned,FREESHIP,Referral,1027.18,1027.18,True
2025-03-05,C56564,Phone,481 Main St,Online,Shipped,SAVE10,Google,507.48,507.48,True
2024-11-01,C16758,Tablet,914 Main St,Gift Card,Shipped,FREESHIP,Referral,188.31,188.31,True
2023-02-18,C87011,Monitor,943 Main St,Credit Card,Pending,,Google,101.16,101.16,True
2023-06-16,C21147,Chair,126 Main St,Debit Card,Pending,FREESHIP,Referral,335.1,335.1,True
2023-04-23,C94568,Laptop,317 Main St,Debit Card,Delivered,WINTER15,Referral,1939.4,1939.4,True
2025-03-02,C35852,Monitor,989 Main St,Online,Pending,,Instagram,1144.23,1144.23,True
2023-01-18,C66462,Phone,982 Main St,Cash,Pending,WINTER15,Google,1739.6,1739.6,True
2024-05-29,C29092,Chair,767 Main St,Cash,Cancelled,,Facebook,60.04,60.04,True
2023-08-01,C46651,Chair,764 Main St,Cash,Shipped,SAVE10,Instagram,1214.37,1214.37,True
2023-02-03,C88981,Printer,558 Main St,Cash,Shipped,SAVE10,Referral,2445.04,2445.04,True
2023-03-09,C40136,Printer,211 Main St,Credit Card,Pending,SAVE10,Google,1039.56,1039.56,True
2024-12-05,C81573,Chair,556 Main St,Online,Cancelled,WINTER15,Email,36.65,36.65,True
2023-09-05,C11940,Tablet,589 Main St,Gift Card,Cancelled,WINTER15,Email,448.02,448.02,True
2024-07-22,C50097,Chair,539 Main St,Online,Cancelled,,Facebook,2339.05,2339.05,True
2023-01-05,C98168,Phone,481 Main St,Cash,Pending,WINTER15,Facebook,2103.5,2103.5,True
2023-10-25,C39074,Laptop,103 Main St,Debit Card,Shipped,SAVE10,Instagram,3032.6,3032.6,True
2025-01-28,C84908,Phone,372 Main St,Credit Card,Pending,FREESHIP,Facebook,420.26,420.26,True
2023-07-19,C64516,Laptop,459 Main St,Debit Card,Pending,FREESHIP,Referral,1517.37,1517.37,True
2025-06-05,C63827,Phone,947 Main St,Debit Card,Pending,SAVE10,Facebook,1974.92,1974.92,True
2025-03-14,C93618,Printer,249 Main St,Online,Cancelled,SAVE10,Google,603.63,603.63,True
2024-10-24,C93948,Printer,454 Main St,Gift Card,Shipped,,Google,336.87,336.87,True
2023-07-12,C73961,Tablet,306 Main St,Cash,Returned,WINTER15,Instagram,530.24,530.24,True
2023-04-06,C18138,Printer,520 Main St,Credit Card,Shipped,SAVE10,Facebook,1618.38,1618.38,True
2024-04-07,C79475,Laptop,169 Main St,Cash,Returned,WINTER15,Facebook,2542.95,2542.95,True
2024-02-04,C88546,Desk,226 Main St,Credit Card,Pending,SAVE10,Referral,813.84,813.84,True
2023-05-20,C69332,Monitor,745 Main St,Debit Card,Returned,SAVE10,Email,1695.75,1695.75,True
2023-08-31,C64554,Tablet,498 Main St,Online,Pending,FREESHIP,Facebook,410.52,410.52,True
2025-06-11,C11676,Monitor,805 Main St,Online,Cancelled,WINTER15,Instagram,929.0,929.0,True
2023-06-11,C36014,Printer,558 Main St,Online,Shipped,,Email,869.94,869.94,True
2023-07-25,C23279,Monitor,696 Main St,Cash,Returned,WINTER15,Instagram,87.34,87.34,True
2023-07-05,C86481,Phone,546 Main St,Credit Card,Pending,WINTER15,Email,171.59,171.59,True
2025-05-14,C39550,Phone,976 Main St,Online,Delivered,,Referral,558.27,558.27,True
2023-02-15,C68937,Laptop,560 Main St,Cash,Returned,WINTER15,Google,850.06,850.06,True
2024-12-16,C72533,Printer,389 Main St,Debit Card,Delivered,SAVE10,Email,376.76,376.76,True
2024-03-15,C11415,Monitor,267 Main St,Cash,Delivered,WINTER15,Email,2876.2,2876.2,True
2024-09-27,C14114,Desk,856 Main St,Online,Pending,FREESHIP,Instagram,1704.06,1704.06,True
2025-02-09,C64128,Tablet,533 Main St,Gift Card,Shipped,,Referral,284.64,284.64,True
2023-04-16,C15629,Printer,492 Main St,Gift Card,Shipped,WINTER15,Instagram,912.45,912.45,True
2023-03-14,C67561,Phone,160 Main St,Gift Card,Shipped,FREESHIP,Facebook,1660.56,1660.56,True
2024-04-07,C47022,Monitor,208 Main St,Cash,Returned,,Facebook,500.97,500.97,True
2024-04-09,C55205,Tablet,943 Main St,Cash,Cancelled,FREESHIP,Google,793.4,793.4,True
2025-06-13,C30686,Printer,319 Main St,Online,Pending,SAVE10,Referral,1614.32,1614.32,True
2025-05-10,C71797,Laptop,941 Main St,Debit Card,Returned,SAVE10,Email,1857.16,1857.16,True
2023-03-10,C66332,Monitor,959 Main St,Cash,Returned,,Referral,1907.94,1907.94,True
2024-02-25,C82318,Phone,991 Main St,Credit Card,Shipped,,Facebook,528.06,528.06,True
2024-04-20,C66254,Chair,740 Main St,Gift Card,Cancelled,FREESHIP,Email,515.32,515.32,True
2025-02-18,C65083,Desk,652 Main St,Credit Card,Returned,WINTER15,Google,2631.16,2631.16,True
2023-10-25,C44778,Phone,103 Main St,Credit Card,Returned,,Referral,153.0,153.0,True
2023-12-03,C54499,Monitor,160 Main St,Debit Card,Shipped,SAVE10,Email,668.48,668.48,True
2024-02-29,C91201,Desk,837 Main St,Cash,Returned,WINTER15,Google,93.0,93.0,True
2024-08-19,C27202,Chair,967 Main St,Credit Card,Cancelled,SAVE10,Referral,3267.35,3267.35,True
2025-02-26,C32011,Chair,686 Main St,Credit Card,Returned,SAVE10,Referral,628.89,628.89,True
2024-04-07,C21181,Tablet,938 Main St,Cash,Pending,FREESHIP,Google,1350.2,1350.2,True
2024-07-18,C98450,Chair,613 Main St,Online,Pending,,Google,357.64,357.64,True
2024-07-02,C64502,Desk,722 Main St,Gift Card,Delivered,,Referral,1600.05,1600.05,True
2025-05-03,C47365,Laptop,369 Main St,Online,Delivered,,Email,82.0,82.0,True
2023-03-05,C66349,Desk,715 Main St,Gift Card,Returned,FREESHIP,Facebook,565.85,565.85,True
2024-06-06,C73289,Chair,906 Main St,Debit Card,Cancelled,SAVE10,Email,1945.77,1945.77,True
2024-07-24,C48649,Monitor,332 Main St,Online,Cancelled,FREESHIP,Email,204.36,204.36,True
2024-06-09,C18724,Chair,124 Main St,Cash,Returned,,Email,616.1,616.1,True
2025-03-23,C68553,Tablet,385 Main St,Online,Delivered,SAVE10,Facebook,742.41,742.41,True
2024-05-24,C61280,Phone,100 Main St,Cash,Shipped,WINTER15,Email,1472.22,1472.22,True
2025-02-18,C53277,Desk,473 Main St,Gift Card,Delivered,SAVE10,Google,1595.16,1595.16,True
2024-01-29,C87281,Laptop,852 Main St,Online,Pending,,Referral,3243.25,3243.25,True
2023-08-07,C69009,Printer,879 Main St,Cash,Pending,,Instagram,2280.3,2280.3,True
2023-11-14,C49726,Tablet,934 Main St,Cash,Cancelled,FREESHIP,Email,17.98,17.98,True
2024-03-09,C37531,Desk,354 Main St,Cash,Shipped,WINTER15,Facebook,1349.3,1349.3,True
2024-03-10,C48713,Printer,373 Main St,Credit Card,Returned,FREESHIP,Referral,159.8,159.8,True
